Plot,Subplot,Species,DBH,Class,Height,CBH,Notes
REP-01,4,PSME,4.6,I,4.75,1.6,NA
REP-01,4,QUCH2,2,I,3.25,1.25,NA
REP-01,4,PSME,6.1,C,5,0.75,NA
REP-01,4,PIAT,3.4,I,3.25,1.5,NA
REP-01,4,LIDE3,3.4,S,3.75,2.75,NA
REP-01,4,LIDE3,8.6,C,6,2.25,NA
REP-01,4,LIDE3,2.2,S,2.75,2.25,NA
REP-01,4,LIDE3,9.7,C,7.25,2.25,NA
REP-01,4,PSME,4,I,5.5,1.5,NA
REP-01,4,LIDE3,1.9,S,2.75,0.5,NA
REP-01,4,LIDE3,3.2,I,4.5,1.6,NA
REP-01,4,LIDE3,2.1,I,3.5,1.5,NA
REP-01,4,LIDE3,5.1,C,5,1.75,NA
REP-01,4,LIDE3,2.4,S,3.5,1.25,NA
REP-01,4,PSME,3.9,S,2.75,1.2,NA
REP-01,4,PSME,2.9,I,2.75,1,NA
REP-01,4,PIAT,8.6,C,7.75,3.25,NA
REP-01,4,LIDE3,6.1,C,6,2.5,NA
REP-01,4,LIDE3,8.2,C,7,2.75,NA
REP-01,4,LIDE3,4.3,I,4.5,1.75,NA
REP-01,4,LIDE3,8,C,6.25,2.5,NA
REP-01,4,PSME,4,I,3.5,1.3,NA
REP-01,4,LIDE3,7,C,4.25,1.5,NA
REP-01,4,LIDE3,5.1,C,4.25,2,NA
REP-01,4,LIDE3,2,I,3.75,1.5,NA
REP-01,4,LIDE3,4,C,3.75,1.75,NA
REP-01,4,LIDE3,4.8,S,4,1.5,NA
REP-01,4,PSME,4.9,I,4,1.2,NA
REP-01,4,PSME,4.8,C,5,1.5,NA
REP-01,4,PIAT,3.1,I,5.25,2,NA
REP-01,4,LIDE3,8.5,C,5,2,NA
REP-01,4,LIDE3,6.1,C,7,2.5,NA
REP-01,4,LIDE3,8.5,C,7.25,2.5,NA
REP-01,4,LIDE3,2.4,I,3.25,1.25,NA
REP-01,4,PSME,7.2,C,7.5,2.3,NA
REP-01,4,LIDE3,3,S,3,1.8,NA
REP-01,4,LIDE3,2.5,C,3.5,1.5,NA
REP-01,4,LIDE3,2.3,I,4.25,1.25,NA
REP-01,4,LIDE3,3.7,C,4,1.5,NA
REP-01,4,LIDE3,3.1,S,3.5,1.5,NA
REP-02,2,LIDE3,1.5,C,2.25,1.25,NA
REP-02,2,PSME,1.5,I,2,0.75,NA
REP-02,2,LIDE3,2.7,C,3.5,1,NA
REP-02,2,LIDE3,1.5,I,2.25,1,NA
REP-02,2,LIDE3,2,C,2.25,1,NA
REP-02,2,LIDE3,1.7,C,2.25,1,NA
REP-02,2,LIDE3,1.9,C,2.5,0.5,NA
REP-02,2,PSME,1.7,I,2.25,0.75,NA
REP-02,2,PSME,2.2,I,2.5,1,NA
REP-02,2,LIDE3,1.9,C,2.5,1.25,NA
REP-02,2,PSME,2.6,C,3.75,1,NA
REP-02,2,LIDE3,2.3,C,2.5,0.75,NA
REP-02,2,LIDE3,1.7,I,2.5,1,NA
REP-02,2,LIDE3,1.7,I,2.25,1,NA
REP-02,2,LIDE3,1.5,C,2.25,1,NA
REP-02,2,LIDE3,1.5,C,2.5,1,NA
REP-02,2,PSME,3.4,D,4.25,0.75,NA
REP-02,2,PSME,3.6,C,2.25,0.75,NA
REP-02,2,LIDE3,2.2,I,2.5,1.5,NA
REP-02,2,PSME,3.3,C,3.25,0.75,NA
REP-02,2,LIDE3,3,C,3.25,0.75,NA
REP-02,2,LIDE3,1.6,I,1.75,1,NA
REP-02,2,LIDE3,2.1,I,2,1,NA
REP-02,2,LIDE3,2.4,C,2.5,0.75,NA
REP-02,2,LIDE3,2.1,C,4,1.25,NA
REP-02,2,PSME,3.2,C,3.25,0.75,NA
REP-02,2,PSME,6.5,D,5.5,0.75,NA
REP-02,2,LIDE3,2.3,C,4,1.5,NA
REP-02,2,LIDE3,1.5,C,2,0.75,NA
REP-02,2,LIDE3,1.5,I,2.5,0.75,NA
REP-02,2,LIDE3,1.5,I,1.75,0.75,NA
REP-02,2,PSME,2.8,C,3.25,0.75,NA
REP-02,2,PSME,2.3,I,2.5,1,NA
REP-02,2,LIDE3,1.9,I,2,1,NA
REP-02,2,LIDE3,1.7,C,2.5,1,NA
REP-02,2,LIDE3,2.3,D,2.5,0.25,NA
REP-02,2,LIDE3,2.6,D,2.75,0.75,NA
REP-02,2,PSME,3.2,C,3.25,1,NA
REP-02,2,PSME,1.7,I,2.2,1.2,NA
REP-02,2,LIDE3,1.7,I,2.5,1,NA
REP-02,2,LIDE3,2.2,C,2.5,0.75,NA
REP-02,2,LIDE3,1.5,C,2.5,1,NA
REP-02,2,LIDE3,2,I,2.5,0.75,NA
REP-02,2,PSME,5.1,D,4,1.25,NA
REP-02,2,PSME,1.7,C,2.25,1,NA
REP-02,4,PSME,6.2,D,4.25,0.75,NA
REP-02,4,LIDE3,1.5,I,2.25,0.75,NA
REP-02,4,LIDE3,2.4,C,3.25,1,NA
REP-02,4,LIDE3,2.8,I,3,1,NA
REP-02,4,UMCA,1.5,I,2.5,1,NA
REP-02,4,ARME,4.5,C,3.5,2.5,NA
REP-02,4,PSME,2,C,3.25,1.25,NA
REP-02,4,LIDE3,2,I,2.25,0.5,NA
REP-02,4,LIDE3,2.8,C,3.25,1.5,NA
REP-02,4,LIDE3,3,C,3.25,1.5,NA
REP-02,4,ARME,6.2,C,4.5,2,NA
REP-02,4,PSME,1.7,S,2.25,1,NA
REP-02,4,LIDE3,1.8,I,3.75,1,NA
REP-02,4,LIDE3,2.1,I,2.75,1,NA
REP-02,4,LIDE3,1.9,S,2.25,1,NA
REP-02,4,ARME,2.3,X,NA,NA,NA
REP-02,4,ARME,7.8,C,5,4.5,NA
REP-02,4,LIDE3,2,S,2.5,0.75,NA
REP-02,4,LIDE3,3.3,I,3.25,1.25,NA
REP-02,4,LIDE3,1.8,S,2.75,1.5,NA
REP-02,4,ARME,1.6,S,2.25,1.5,NA
REP-02,4,LIDE3,2,I,3,1.25,NA
REP-02,4,PSME,2.9,I,2.75,0.75,NA
REP-02,4,LIDE3,2.2,I,3,0.75,NA
REP-02,4,LIDE3,1.5,S,2.25,1,NA
REP-02,4,LIDE3,2.1,C,3.25,1,NA
REP-02,4,LIDE3,3.4,C,3.5,1.25,NA
REP-02,4,LIDE3,1.7,S,2.25,1,NA
REP-02,4,PSME,4.8,C,4.75,1,NA
REP-02,4,LIDE3,1.5,I,2.5,1,NA
REP-02,4,ARME,6,D,3.75,3.5,NA
REP-02,4,LIDE3,1.9,S,2.25,0.75,NA
REP-02,4,LIDE3,2.8,I,3.25,1.25,NA
REP-02,4,LIDE3,1.5,S,2.25,0.75,NA
REP-02,4,ARME,7.4,C,4.5,3,NA
REP-02,4,LIDE3,2.6,I,3,1.25,NA
REP-02,4,PSME,2.8,I,3.25,1,NA
REP-02,4,LIDE3,2,I,2.5,1.25,NA
REP-02,4,LIDE3,3.1,C,4,1,NA
REP-02,4,LIDE3,3.1,C,3.75,0.75,NA
REP-02,4,LIDE3,3,C,3.5,1,NA
REP-02,4,LIDE3,2,I,3.5,1.25,NA
REP-02,4,PSME,4.6,D,3.75,1,NA
REP-02,4,LIDE3,1.6,C,2.5,1.25,NA
REP-02,4,ARME,2.4,I,2.5,2,NA
REP-02,4,LIDE3,2.3,S,3,1,NA
REP-02,4,LIDE3,2,S,2.75,1,NA
REP-02,4,LIDE3,2,S,2.5,0.5,NA
REP-02,4,ARME,7,C,4.25,3.25,NA
REP-02,4,LIDE3,2.6,I,3,1,NA
REP-02,4,PSME,4.6,C,4,0.5,NA
REP-02,4,LIDE3,2.2,I,3,1.25,NA
REP-02,4,LIDE3,2.3,S,3,1.25,NA
REP-02,4,LIDE3,3,I,2.75,1,NA
REP-02,4,LIDE3,1.7,S,2.25,1.25,NA
REP-02,4,LIDE3,3,C,3.25,0.75,NA
REP-02,4,PSME,1.7,I,2.25,0.75,NA
REP-02,4,LIDE3,1.8,I,2.5,0.25,NA
REP-02,4,ARME,1.9,I,2.5,1.25,NA
REP-02,4,PSME,2.5,I,3,0.75,NA
REP-02,4,LIDE3,2.2,S,3.75,0.75,NA
REP-02,4,PSME,3.2,I,3.25,1.25,NA
REP-02,7,LIDE3,4,D,3.25,0.75,NA
REP-02,7,LIDE3,2.5,C,2.5,0.5,NA
REP-02,7,LIDE3,2.9,C,2.5,0.25,NA
REP-02,7,PIAT,4.8,D,3.5,1,NA
REP-02,7,PSME,7.4,X,NA,NA,NA
REP-02,7,LIDE3,1.6,D,2,0.75,NA
REP-02,7,LIDE3,3.3,D,3,0.75,NA
REP-02,7,LIDE3,2.2,I,2.5,1,NA
REP-02,7,LIDE3,1.8,D,2,0.75,NA
REP-02,7,PSME,3.3,D,3.25,0.25,NA
REP-02,7,LIDE3,1.7,I,2,0.75,NA
REP-02,7,LIDE3,1.9,I,2.25,0.75,NA
REP-02,7,LIDE3,2.9,I,2.5,0.5,NA
REP-02,7,LIDE3,2.1,C,2,0.75,NA
